title,author,date,topic,classified_content
"Price volatility in SA on August 1, 2023",Linton Corbet,01-08-2023 02:53:00 PM,Energy Transition,"The summary of the news ""Price volatility in SA on August 1, 2023,"" posted at 01-08-2023 02:53:00 PM is: On August 1, 2023, energy spot prices in South Australia (SA) experienced substantial volatility, reaching $999/MWh at multiple intervals in the early afternoon. This price spike was surprising given the usual midday abundance of cheap renewable energy in the region. The situation was compounded by constrained interconnector flows, particularly the limitation on the Heywood interconnector due to a planned outage, and significantly reduced wind power generation caused by a high-pressure system. Limited solar generation also contributed, prompting reliance on gas-powered generation to meet the market demand. These factors maintained elevated prices above $300/MWh following the initial spike. Forecasts indicated an improvement in wind power generation later in the evening, suggesting some price stabilization might occur overnight.; Its relevance level is: Level 1. Its category is: Grid/system instability and fuel supply issues. Its timeframe of the event impact on the electricity_market is: Short-term (immediate effects felt on the day of the event). Its root_cause is: Constrained interconnector flow and reduced wind power generation. Its accident scale is: Unknown. Its dates are: 01-08-2023. Its affected region is: South Australia. Its affected key users are: Unknown. Its cause type is: Natural (weather conditions) and operational (interconnector constraint). Its causes are: Constrained Heywood interconnector due to a planned outage, large high-pressure system reducing wind power generation, and limited solar power generation."
Mid-July update on repairs on Callide C3 and C4 cooling tower,Paul McArdle,31-07-2023 11:52:00 AM,"2021 - 25th May - Callide C4 Explosion, Fire and Outage","The summary of the news ""Mid-July update on repairs on Callide C3 and C4 cooling tower"" posted at 31-07-2023 11:52:00 AM is: CS Energy provided an update on the demolition and reconstruction efforts for the Callide C3 and C4 cooling towers in central Queensland. The demolition of the C3 cooling tower is complete, and work on C4 has begun, with C3 aimed to be back in service by January 2024. No changes in service expectations have been noted since May 2023, and there hasn't been an update on the engineering report regarding the cause of the C4 failure.; Its relevance level is: Level 1. Its category is: turbine/generator failures. Timeframe of the event impact on the electricity_market is: Until January 2024. Its root_cause is: Unknown. Its accident scale is: Unknown. Its dates are: 25-05-2021, 31-07-2023. Its affected region is: Central Queensland. Its affected key users are: Unknown. Its cause type is: Unknown. Its causes are: Unknown."
Engineering the transition and control of electricity,Kate Summers,21-07-2023 11:54:00 AM,Energy Transition,"The summary of the news ""Engineering the transition and control of electricity"" posted at 21-07-2023 11:54:00 AM is: The speech by Kate Summers at the Clean Energy Summit underscores the challenges and complexities of transitioning to a high-renewable energy future. She emphasizes the need for a balanced approach that prioritizes engineering solutions over market-driven decisions to maintain system stability and prevent electrical infrastructure failures. Summers advocates for proactive power and control engineering to address potential risks in electricity supply and the importance of local storage and regulatory environments that respect engineering judgment to ensure a stable and efficient energy transition. Its relevance level is: Level 3. Its category is: Energy policy. Its timeframe of the event impact on the electricity_market is: Long-term. Its root_cause is: Transition to renewable energy and associated engineering challenges. Its accident scale is: Unknown. Its dates are: 21-07-2023. Its affected region is: Australia. Its affected key users are: Unknown. Its cause type is: Policy and engineering approach. Its causes are: Challenges in transitioning to renewable energy, engineering decisions impacting electricity control, regulatory complications, and system stability concerns."
Let’s talk about Inertia,Jonathon Dyson,20-07-2023 12:06:00 PM,Energy Literacy,"The summary of the news ""Let’s talk about Inertia"" posted at 20-07-2023 12:06:00 PM is: The article explores the importance of understanding inertia in the energy market, highlighting its dynamic nature and the role it plays in stabilizing the power system. The discussion is centered around the findings from the GenInsights Quarterly Update for Q1 2023, with specific case studies showing how changes in inertia are observed and analyzed in the National Electricity Market (NEM), particularly in regions like South Australia and Victoria. The focus is on the dependency on synchronous generators for inertia and the challenges posed by the transition to renewable energy sources without comparable inertia provision. It emphasizes the necessity for future energy systems to integrate battery energy storage systems (BESS) and renewables to maintain grid stability. Its relevance level is: Level 2 (Relevant). Its category is: Grid frequency issues. Its timeframe of the event impact on the electricity market is: Immediate and ongoing, as real-time changes in inertia affect grid stability and pricing. Its root cause is: Transition of energy systems from traditional coal and gas-fired generation to renewable sources. Its accident scale is: Unknown. Its dates are: Covered incident on 4th March 2023, same date applies to the main event. Its affected region is: South Australia and Victoria within the NEM. Its affected key users are: Energy providers and electricity market participants. Its cause type is: Systemic transition in energy generation. Its causes are: Decommitment of coal and gas generation, increased reliance on renewables without equivalent inertia contribution."
"After the storm: Looking at Q2 2023 price trends, one year on from an Energy Crisis",Dan Lee,14-07-2023 03:44:00 PM,Autumn 2023 in the NEM,"The summary of the news ""After the storm: Looking at Q2 2023 price trends, one year on from an Energy Crisis"" posted at 14-07-2023 03:44:00 PM is: The article examines electricity price trends in Q2 2023 across various regions within the National Electricity Market (NEM) in Australia, comparing them to past data to identify long-term trends. Notable observations include a decrease in average prices compared to Q2 2022's extreme highs, yet a continuation of the trend of increasing average prices since 2021 in regions such as Queensland, New South Wales, and South Australia. Distinct price distribution patterns, influenced by factors like regional constraints, persist across different states, leading to a widening gap between high and low price periods. Tasmania's prices remain stable, while Western Australia, due to its unique market structure, showed a more moderate price increase. The broader trend includes a notable rise in both high price incidences (>$300/MWh) and negative price incidences across all regions, indicating volatility. Its relevance level is: Level 2 (Relevant). Its category is: market reactions. Its timeframe of the event impact on the electricity_market is: Q2 2023 and broader long-term trends. Its root_cause is: Analysis of Q2 2023 electricity price trends. Its accident scale is: Unknown. Its dates is: 14-07-2023. Its affected region is: Various regions in the NEM, including Queensland, New South Wales, Victoria, South Australia, and Tasmania; Western Australia in the WEM. Its affected key users is: Unknown. Its cause type is: Market analysis and trends. Its causes is: Examination of long-term electricity price trends and regional distribution patterns influenced by past and current market dynamics."
"Operations of coal-fired generators (Vales Point, and Eraring?) extended in NSW",Paul McArdle,14-07-2023 02:50:00 PM,Closure of Eraring,"The summary of the news ""Operations of coal-fired generators (Vales Point, and Eraring?) extended in NSW"" posted at 14-07-2023 02:50:00 PM is: The news reports the extension of operations for some coal units in New South Wales (NSW). Specifically, Vales Point Power Station will now operate until 2033, delayed from the original 2029 closure date. The decision is driven by uncertainties in the capacity of new generation projects and the necessity to maintain system security as renewable energy resources are integrated. Additionally, there are indications that the Eraring plant may also have its closure date extended beyond 2025 as expectations rise that it will need to continue operating longer; Its relevance level is: Level 1. Its category is: coal-fired policies. Its timeframe of the event impact on the electricity market is: Immediate to long term, as extensions can influence market stability. Its root cause is: Delay in renewable energy infrastructure and need for stable power supply. Its accident scale is: N/A. Its dates are: 14-07-2023 (main date) and referenced dates include 16-03-2023 & 27-06-2023. Its affected region is: New South Wales, Australia. Its affected key users are: Power consumers in NSW relying on stable electricity. Its cause type is: Policy and operational decisions. Its causes are: Extension of operational timelines for Vales Point and possible for Eraring due to insufficient dispatchable capacity, delays in new generation projects, and earlier closures of other coal-fired generators."
Peak production from Wind Farms across the NEM blasts past prior all-time record Friday evening 7th July 2023,Paul McArdle,08-07-2023 10:39:00 AM,Long term wind production statistics,"The summary of the news ""Peak production from Wind Farms across the NEM blasts past prior all-time record Friday evening 7th July 2023"" posted at 08-07-2023 10:39:00 AM is: The article reports that a new peak in wind farm production across the National Electricity Market (NEM) was recorded on Friday evening, 7th July 2023, reaching a level of 8,132MW. This surpassed the previous record set in June 2023 by 715MW. The article also discusses ongoing studies into the curtailment of wind and solar energy within the NEM and anticipated data analysis for Q2 2023.; Its relevance level is: Level 3 (Less Relevant). Its category is: Energy policy. Timeframe of the event impact on the electricity_market: is: Long term. Root_cause is: Increased wind production capacity. Accident scale: is: Unknown. Dates: are: 08-07-2023 10:39:00 AM, 07-07-2023. Affected region: is: National Electricity Market (NEM) region. Affected key users: are: Grid operators and energy producers within the NEM. Cause type: is: Natural cause. Causes: are: Record-breaking wind production surpassing previous records, ongoing assessment of energy curtailment trends."
Will we see new ‘All-Time-Max’ wind across the NEM on Saturday morning 8th July 2023?,Paul McArdle,06-07-2023 02:53:00 PM,Winter 2023 in the NEM,"The summary of the news ""Will we see new ‘All-Time-Max’ wind across the NEM on Saturday morning 8th July 2023?"" posted at 06-07-2023 02:53:00 PM is: The article discusses the forecasted potential for a new all-time maximum wind generation record across the National Electricity Market (NEM) on the morning of 8th July 2023, with wind capability predicted to reach 7,471MW. However, factors such as wind availability and possible curtailment, due to low market demand during the forecast period, could impact the realization of this new record. Readers are reminded that these forecasts are subject to change. The article also highlights that wind generation may be curtailed due to price-based reasons given low demand levels. Its relevance level is: Level 3 (Less Relevant). Its category is: Energy policy. Its timeframe of the event impact on the electricity_market is: Short-term/potentially immediate impact on electricity generation, with possible curtailment effects observed over the weekend. Its root_cause is: Wind generation forecasts and curtailment potential due to low demand. Its accident scale is: Unknown. Its dates are: 25th June 2023, 3rd-4th July 2023, and 8th July 2023 (same as the main date). Its affected region is: National Electricity Market (NEM), which includes eastern and southern Australia. Its affected key users are: Unknown. Its cause type is: Forecasted natural variability and operational factors within wind generation capabilities. Its causes are: Forecasted wind capabilities with possible discrepancies due to weather changes, operational curtailment considerations, and demand fluctuations within the electricity market."
Mid-afternoon prices elevated with modest wind and modest solar,Paul McArdle,03-07-2023 03:20:00 PM,"2023-07-03,04 low % VRE NEM-wide","The summary of the news ""Mid-afternoon prices elevated with modest wind and modest solar"" posted at 03-07-2023 03:20:00 PM is: The article discusses elevated electricity spot prices across all four regions of the mainland National Electricity Market (NEM) on the afternoon of July 3, 2023, with the highest prices observed in South Australia. This price increase coincides with modest outputs from both wind and solar power sources. Wind energy output was below 1,000 MW, equating to an instantaneous capacity factor of under 10% of the installed capacity at the time, while solar energy production was reduced by 33% to 50% due to widespread cloud cover. Its relevance level is: Level 2 (Relevant). Its category is: market reactions. Its timeframe of the event impact on the electricity_market is: Immediate to short-term. Its root_cause is: Low renewable energy output. Its accident scale is: Unknown. Its dates are: 03-07-2023. Its affected region is: NEM-wide, with a focus on South Australia. Its affected key users are: Unknown. Its cause type is: Operational. Its causes are: Low wind output, poor solar generation due to cloud cover."
From the outside looking in: Checking back in with the NEM via Australian Energy Week 2023 coverage,Dan Lee,30-06-2023 04:19:00 PM,Energy Transition,"The summary of the news ""From the outside looking in: Checking back in with the NEM via Australian Energy Week 2023 coverage"" posted at 30-06-2023 04:19:00 PM is: The article revisits insights from the Australian Energy Week 2023, emphasizing the ongoing energy transition challenges in Australia. Key points from the conference included speeches from AEMO CEO Daniel Westerman about tensions in the energy transition and AEMC Chair Anna Collyer's focus on balancing emissions reduction with other National Energy Objectives. Media coverage highlighted concerns about the slow pace of the transition and the need for more investment. The conference coincided with tight supply-demand balances last week, which will be analyzed in the upcoming GenInsights Quarterly Update for Q2 2023; Its relevance level is: Level 3. Its category is: Energy policy. Its timeframe of the event impact on the electricity_market is: Unknown. Its root_cause is: The slow pace of transition and need for more investment noted in the event. Its accident scale is: Unknown. Its dates are: 30-06-2023. Its affected region is: Australia. Its affected key users are: Unknown. Its cause type is: Energy transition challenges. Its causes are: Slow pace of energy transition, lack of investment, need to balance emission reduction with energy objectives."
NEM-wide wind production record broken twice last weekend. New record as of Sunday 25th of June 2023,Dan Lee,28-06-2023 03:17:00 PM,Winter 2023 in the NEM,"The summary of the news ""NEM-wide wind production record broken twice last weekend. New record as of Sunday 25th of June 2023"" posted at 28-06-2023 03:17:00 PM is: The National Electricity Market (NEM) experienced record-breaking wind production over the weekend of June 24-25, 2023, with wind output reaching 7,353MW on June 24, and then surpassing it at 7,417MW on June 25. This high level of wind production accounted for 30.73% of the NEM-wide grid demand. These records highlight the evolving trends in wind energy's contribution to the market, although further analysis is needed to assess the impact of non-dispatched wind generators. Its relevance level is: Level 3. Its category is: Energy policy. Its timeframe of the event impact on the electricity market is: Short-term increase in wind energy supply. Its root cause is: High wind conditions across the NEM. Its accident scale is: Unknown. Its dates are: June 24, 2023, to June 25, 2023. Its affected region is: NEM-wide (National Electricity Market). Its affected key users are: Electricity consumers reliant on wind power. Its cause type is: Natural. Its causes are: Particularly windy conditions leading to increased wind generation capacity."
A run of high prices seen in SA this morning Wednesday 28th June 2023,Dan Lee,28-06-2023 11:28:00 AM,Winter 2023 in the NEM,"The summary of the news ""A run of high prices seen in SA this morning Wednesday 28th June 2023"" posted at 28-06-2023 11:28:00 AM is: High electricity prices were observed in South Australia on the morning of June 28th, 2023, peaking at $12,922.49/MWh at 07:55 (NEM time). Despite a forecasted Lack of Reserve (LOR2) condition from 7:00 am to 8:30 am, which did not materialize, price spikes occurred due to low wind generation and reduced interconnector flow between VIC and SA. Its relevance level is: Level 1 (Most Relevant). Its category is: grid/system instability. Its timeframe of the event impact on the electricity_market is: Immediate. Its root_cause is: Low wind generation and limited interconnector flow. Its accident scale is: Unknown. Its dates are: 28-06-2023. Its affected region is: South Australia. Its affected key users are: Electricity consumers in South Australia. Its cause type is: Supply constraints. Its causes are: Low wind output, interconnector flow limitation."
LOR3 forecast flickers on and off for South Australia for tomorrow evening 27th of June 2023,Dan Lee,26-06-2023 03:44:00 PM,Winter 2023 in the NEM,"The summary of the news ""LOR3 forecast flickers on and off for South Australia for tomorrow evening 27th of June 2023"" posted at 26-06-2023 03:44:00 PM is: The Australian Energy Market Operator (AEMO) issued and later downgraded a Lack of Reserve Level 3 (LOR3) forecast for South Australia for the evening of 27th June 2023, indicating a tight supply-demand balance. The situation evolved with the latest forecasts showing a LOR2 notice for the same evening and another forecast for LOR2 on Thursday morning, indicating potential tight electricity supply conditions later in the week.; Its relevance level is: Level 1. Its category is: Grid/system instability. Its timeframe of the event impact on the electricity_market is: Short-term, impacting 27th June 2023 evening and potentially affecting conditions later in the week. Its root_cause is: Tight supply-demand balance. Its accident scale is: Unknown. Its dates are: 26-06-2023 (for the forecast and downgrade notice), and 27-06-2023 (for the impact). Its affected region is: South Australia. Its affected key users are: Unknown. Its cause type is: System/ Grid issue. Its causes are: Oscillations in LOR forecasts, evolving supply-demand conditions in South Australia."
Increasing curtailment of Wind and Solar across the NEM,Paul McArdle,24-06-2023 11:01:00 AM,Curtailment of VRE,"The summary of the news ""Increasing curtailment of Wind and Solar across the NEM"" posted at 24-06-2023 11:01:00 AM is: The article discusses the increasing occurrence of curtailment of Variable Renewable Energy (VRE) sources, specifically wind and solar, across the National Electricity Market (NEM) in Australia. On the 24th of June 2023, wind and large solar production approached 10,000 MW, contributing to a supply of 18,584 MW across the NEM, which led to subdued prices in regions like QLD, VIC, and SA. Economically-induced curtailment is affecting prices negatively in these areas. The article also explores the historical trends of curtailment, noting a significant increase in both absolute and relative terms from Q1 2022 to Q1 2023. The key reasons for curtailment are market dynamics and optimization strategies by VRE operators, which complicate estimation efforts. The piece anticipates challenges for project business cases and market operations due to this trend. Its relevance level is: Level 2 (Relevant). Its category is: Market reactions. Its timeframe of the event impact on the electricity_market is: Q2 2023. Its root_cause is: Economically-induced curtailment of wind and solar energy due to subdued demand and other market dynamics. Its accident scale is: Unknown. Its dates are: 24-06-2023. Its affected region is: NEM regions of QLD, VIC, and SA. Its affected key users are: Unknown. Its cause type is: Economic and market-driven. Its causes are: Increasing production of wind and solar energy, economically induced curtailment, market optimization by operators."
AEMO (oscillating in) forecasting LOR2 in South Australia on Tuesday 27th June 2023,Paul McArdle,23-06-2023 06:15:00 AM,Winter 2023 in the NEM,"The summary of the news ""AEMO (oscillating in) forecasting LOR2 in South Australia on Tuesday 27th June 2023"" posted at 23-06-2023 06:15:00 AM is: The Australian Energy Market Operator (AEMO) initially declared a Forecast Lack Of Reserve Level 2 (LOR2) condition for South Australia for the period from 18:30 to 19:00 on 27th June 2023, due to a slight shortfall in the capacity reserve requirement. However, this forecast was briefly canceled but then reinstated later the same day. This oscillation in reserve forecasts underscores the increasing risk and supply-demand tightness within the National Electricity Market (NEM).; Its relevance level is: Level 1 (Most Relevant). Its category is: Grid/system instability. Its timeframe of the event impact on the electricity_market is: Short-term, specifically the evening of 27th June 2023. Its root_cause is: Supply-demand uncertainty leading to reserve shortfall prediction. Its accident scale is: Unknown. Its dates are: 23rd June 2023 (the notice date) and 27th June 2023 (the forecast date for the event). Its affected region is: South Australia. Its affected key users are: Unknown. Its cause type is: Forecasted electricity reserve shortfall. Its causes are: Oscillations in supply-demand forecasts leading to tight reserve margins in South Australia."
Prices up in the mid-afternoon on Thursday 22nd June 2023 (a rare instance –  with solar generation lower),Paul McArdle,22-06-2023 02:37:00 PM,Winter 2023 in the NEM,"The summary of the news ""Prices up in the mid-afternoon on Thursday 22nd June 2023 (a rare instance –  with solar generation lower)"" posted at 22-06-2023 02:37:00 PM is: The article discusses an uncommon occurrence of increased electricity prices in the afternoon of June 22, 2023, attributed to reduced solar generation, which is 1,500 MW lower than usual. This drop in generation is partly due to cloud cover affecting solar farms in the southern NEM region, although the northern solar farms in Queensland remain unaffected.; Its relevance level is: Level 2 (Relevant). Its category is: Market reactions. Its timeframe of the event impact on the electricity_market is: Short-term. Its root_cause is: Decreased solar generation due to cloud cover. Its accident scale is: Unknown. Its dates are: 22-06-2023. Its affected region is: Southern NEM region. Its affected key users are: Electricity consumers in the NEM region. Its cause type is: Environmental. Its causes are: Reduced solar generation, cloud cover affecting solar farms."
Evening volatility in QLD and NSW on Wed 21st June 2023,Paul McArdle,21-06-2023 05:49:00 PM,Winter 2023 in the NEM,"The summary of the news ""Evening volatility in QLD and NSW on Wed 21st June 2023"" posted at 21-06-2023 05:49:00 PM is: Spot prices in Queensland (QLD) and New South Wales (NSW) experienced significant volatility on the evening of 21st June 2023, driven by a combination of cold winter weather increasing demand above 30,000MW and constrained exports on the VIC1-NSW1 interconnector. Wind energy contributed reasonably, helping to maintain a higher Instantaneous Reserve Plant Margin (IRPM) compared to the previous day. The constraints led to elevated pricing actions in QLD and NSW, with some impacts in VIC and SA, and a brief period where the NEM-wide IRPM dropped below 15%. Its relevance level is: Level 2. Its category is: Market reactions. Its timeframe of the event impact on the electricity market is: Immediate. Its root cause is: Cold weather increasing demand and constraints on interconnectors. Its accident scale is: Unknown. Its dates are: 21-06-2023; 20-06-2023. Its affected region is: Queensland (QLD) and New South Wales (NSW). Its affected key users are: Unknown. Its cause type is: System and grid constraints. Its causes are: Increased winter demand, constrained VIC1-NSW1 interconnector due to network outage, insufficient solar output, and wind power contribution."
"A cold evening drives NEM-wide demand high, and IRPM low, on Tuesday 20th June 2023",Paul McArdle,20-06-2023 06:14:00 PM,2023-06-20 high AggSchedTarget,"The summary of the news ""A cold evening drives NEM-wide demand high, and IRPM low, on Tuesday 20th June 2023"" posted at 20-06-2023 06:14:00 PM is: On the evening of June 20, 2023, NEM-wide market demand surged to 32,238MW due to cold weather, particularly affecting TAS, NSW, and QLD, with available generation at 36,024MW and an Instantaneous Reserve Plant Margin (IRPM) at a low 11.74%. This low IRPM and elevated demand, exacerbated by low variable renewable energy (VRE) yields, led to spot prices reaching $1,000/MWh across mainland regions, highlighting the need for more firming capacity amid the energy transition. Its relevance level is: Level 1. Its category is: Grid/system instability. Its Timeframe of the event impact on the electricity_market is: Immediate and potentially ongoing. Its root_cause is: Elevated electricity demand and low VRE yield. Its accident scale is: Unknown. Its dates are: 20-06-2023. Its affected region is: TAS, NSW, QLD. Its affected key users are: Electricity consumers in mainland regions. Its cause type is: Weather and generation-related. Its causes are: Elevated demand due to cold weather, low solar and wind generation, insufficient dispatchable capacity."
What happened to the  ‘N::N_DTKV_2’ constraint equation leading to whiplash on VIC1-NSW1 interconnector on Sunday 18th June 2023,Paul McArdle,19-06-2023 04:25:00 PM,Winter 2023 in the NEM,"The summary of the news ""What happened to the ‘N::N_DTKV_2’ constraint equation leading to whiplash on VIC1-NSW1 interconnector on Sunday 18th June 2023"" posted at 19-06-2023 04:25:00 PM is: The article discusses a significant shift in electricity flow on the VIC1-NSW1 interconnector on June 18th, 2023, due to the 'N::N_DTKV_2' constraint equation involved in the Dapto to Kangaroo Valley line outage. This constraint limited exports from Victoria to New South Wales, causing a rapid change when the TUMUT3 hydro unit became a cheaper energy source, leading to a market price floor scenario; Its relevance level is: Level 1 (Most Relevant). Its category is: Grid/system instability. Its timeframe of the event impact on the electricity_market is: Short-term (immediate impact during the dispatch interval on June 18th, 2023). Its root_cause is: Outage on the Dapto to Kangaroo Valley 330kV line. Its accident scale is: Unknown. Its dates are: 18-06-2023. Its affected region is: VIC1-NSW1 interconnector area. Its affected key users are: Typically electricity market participants and operators. Its cause type is: Infrastructure failure. Its causes are: Constraint equation 'N::N_DTKV_2', line outage on Dapto to Kangaroo Valley 330kV, market reaction to price changes."
Industrial Action at Longford,Paul McArdle,19-06-2023 12:01:00 PM,Winter 2023 in the NEM,"The summary of the news ""Industrial Action at Longford"" posted at 19-06-2023 12:01:00 PM is: The article discusses the resolution of a Protected Industrial Action (PIA) involving Esso Australia's Longford gas production, as announced by AEMO. Although the PIA initially affected operations, the gas production levels have returned to normal following discussions at the Fair Work Commission. The vessels Skandi Darwin and Skandi Feistein, which support gas production from Bass Strait operations, have been exempted from the PIA. However, the Skandi Darwin's work for maintenance and decommissioning remains subject to the PIA but has no expected impact on gas production.; Its relevance level is: Level 1 (Most Relevant). Its category is: Fuel supply issues (coal, gas). Its timeframe of the event impact on the electricity_market is: Short-term, as gas production has returned to planned levels. Its root_cause is: Protected Industrial Action affecting gas production operations. Its accident scale is: Unknown. Its dates are: 19-06-2023. Its affected region is: Longford, Bass Strait operations. Its affected key users are: Unknown. Its cause type is: Industrial action. Its causes are: Industrial action affecting support operations for gas production vessels."
Whiplash on VIC1-NSW1,Paul McArdle,18-06-2023 07:40:00 PM,Winter 2023 in the NEM,"The summary of the news ""Whiplash on VIC1-NSW1"" posted at 18-06-2023 07:40:00 PM is: The article describes significant changes in electricity flow across the VIC1-NSW1 interconnector, where a reversal of 1,404MW in target flow occurred between the 17:00 and 17:05 dispatch intervals on 18th June 2023. At 17:00, 1,043MW was exported from Victoria to New South Wales, which reversed to 361MW being imported from New South Wales to Victoria by 17:05. This change was influenced by the ‘N::N_DTKV_2’ constraint due to an ongoing outage on the Dapto to Kangaroo Valley 330kV line. Simultaneously, NSW generation increased by 1,464MW, while Victoria's generation decreased by 818MW amid rising market demand. Its relevance level is: Level 1. Its category is: grid/system instability. Its timeframe of the event impact on the electricity_market is: Immediate. Its root_cause is: Line constraint due to an outage. Its accident scale is: Unknown. Its dates are: 18-06-2023. Its affected region is: VIC1-NSW1 interconnector. Its affected key users are: Unknown. Its cause type is: Constraint-induced flow reversal. Its causes are: Reversal in target flow due to the 'N::N_DTKV_2' constraint, outage on the Dapto to Kangaroo Valley line."
Transmission outage of the Dapto -to- Kangaroo Valley transmission link in southern NSW (line 18) … and spot volatility,Paul McArdle,14-06-2023 01:27:00 PM,2023-05-24,"The summary of the news ""Transmission outage of the Dapto -to- Kangaroo Valley transmission link in southern NSW (line 18) … and spot volatility"" posted at 14-06-2023 01:27:00 PM is: The article discusses the transmission outage on the Dapto-Kangaroo Valley transmission link (‘line 18’) in southern NSW, which occurred from May 15 to June 3, 2023, and its impact on electricity spot price volatility in Queensland (QLD) and New South Wales (NSW). This outage was identified as a contributor to the spot price fluctuations due to its limitation on secure northward power flows, inducing volatility during peak demand periods. The outage is part of a broader set of factors, including other transmission constraints and plant retirements like Liddell, impacting the electricity market. Constraint sets, including ‘N-DTKV_18_WG_CLOSE’ and ‘N-DTKV_18_WG_OPEN’, were invoked during this period, demonstrating the complexity of the National Electricity Market's operations. The outage resumed in June and is expected to cause potential volatility through the end of that month. Its relevance level is: Level 1 (Most Relevant); Its category is: Grid/system instability. Its timeframe of the event impact on the electricity_market is: Mid-May to the end of June 2023. Its root_cause is: Transmission line outage. Its accident scale is: Regional. Its dates are: 15-05-2023 to 03-06-2023 (initial outage) and resumed 13-06-2023 to 19-06-2023 and 30-06-2023. Its affected region is: Southern New South Wales, impacting interconnections with Queensland and New South Wales. Its affected key users are: Electricity consumers in QLD and NSW. Its cause type is: Infrastructure maintenance/outage. Its causes are: Prolonged transmission line outage, reduced flow capabilities, constraints from line limits, plant retirements, and generation limitations due to seasonal factors."
Spot price volatility in QLD and NSW on Monday 12th June 2023,Paul McArdle,12-06-2023 07:09:00 PM,Winter 2023 in the NEM,"The summary of the news ""Spot price volatility in QLD and NSW on Monday 12th June 2023"" posted at 12-06-2023 07:09:00 PM is: Volatility in electricity spot prices in Queensland (QLD) and New South Wales (NSW) was observed on June 12, 2023, due to multiple factors including the outage of Kogan Creek and Millmerran 2 generators. This led to prices exceeding $1,000/MWh starting from the 17:10 dispatch interval. A key issue was the 'N>>NIL_33_34' transmission constraint, affecting interconnectors between VIC, NSW, and QLD, thereby preventing lower VIC prices from influencing NSW and QLD. Additionally, the decline in solar and wind energy contributions around sunset led to increased demand for alternative energy dispatch. Its relevance level is: Level 1. Its category is: Turbine/generator failures. Its timeframe of the event impact on the electricity_market is: Immediate, on June 12, 2023. Its root_cause is: Outage of multiple generators and transmission constraints. Its accident scale is: Unknown. Its dates are: 12-06-2023. Its affected region is: Queensland and New South Wales. Its affected key users are: Electricity consumers in QLD and NSW. Its cause type is: Infrastructure and demand-related issues. Its causes are: Generator outages, transmission constraints, declining solar and wind energy contributions."
Four coal unit outages in the past 24 hours,Paul McArdle,12-06-2023 02:55:00 PM,Winter 2023 in the NEM,"The summary of the news ""Four coal unit outages in the past 24 hours"" posted at 12-06-2023 02:55:00 PM is: The article reports on the unexpected outages of four coal units within the past 24 hours in the National Electricity Market (NEM), specifically Kogan Creek, Loy Yang A2, and Yallourn units 3 and 4. These outages were not planned in advance, as evidenced by the lack of pre-determined outage forecasts. The outages contribute to the ongoing challenges faced by the NEM in managing the energy supply following the closure of the Liddell coal plant. Observations from the GenInsights Quarterly Update series indicate that while there is a significant portion of coal unit unavailability, there hasn't been an increase in the frequency of these trippings over time. Additionally, differences in planned maintenance schedules are highlighted between the units affected. Its relevance level is: Level 1. Its category is: turbine/generator failures. Its timeframe of the event impact on the electricity_market is: Immediate, affecting current operations and potentially influencing short-term electricity supply reliability. Its root_cause is: Unplanned outage of coal units. Its accident scale is: Unknown. Its dates are: 12-06-2023. Its affected region is: The National Electricity Market (NEM) region in Australia. Its affected key users are: Unknown. Its cause type is: Equipment failure. Its causes are: Unplanned outages of Kogan Creek, Loy Yang A2, Yallourn units 3 and 4."
Record for NEM-wide wind production nudged slightly higher on Thu 8th June 2023,Paul McArdle,09-06-2023 11:57:00 AM,Winter 2023 in the NEM,"The summary of the news ""Record for NEM-wide wind production nudged slightly higher on Thu 8th June 2023"" posted at 09-06-2023 11:57:00 AM is: The article reports a new record for NEM-wide wind production on June 8, 2023, reaching 7,324 MW, surpassing the previous record set in August 2022. This wind production level had a significant share of over 30% of the grid demand. The Australian Energy Market Operator (AEMO) declared a ""Protected Event"" in South Australia due to destructive wind conditions on June 7, but this was later canceled. Despite operational challenges, such as potential transmission element losses, wind production is expected to increase further due to added capacity. The report emphasizes the potential for increased wind generation records in the coming months and encourages readers to follow trends using updated software tools. Its relevance level is: Level 3. Its category is: Less Relevant. Its timeframe of the event impact on the electricity_market is: Short-term. Its root_cause is: High wind production reaching unprecedented levels. Its accident scale is: Unknown. Its dates are: 8th June 2023. Its affected region is: NEM-wide with specific constraints in South Australia. Its affected key users are: Electricity consumers and grid operators. Its cause type is: Operational and environmental factors. Its causes are: High wind speeds, unmet generation forecasts, and additional wind capacity."
Another research paper into solar and wind droughts in Australia,Paul McArdle,08-06-2023 05:04:00 PM,Areas of deeper analysis,"The summary of the news ""Another research paper into solar and wind droughts in Australia"" posted at 08-06-2023 05:04:00 PM is: The article highlights the release of a new research paper from the UNSW Climate Change Research Centre that explores solar and wind energy droughts in Australia, analyzing periods when sunlight and wind are insufficient for energy generation. This research ties into previous studies and discussions on the impact of such renewable energy droughts on the electricity market, including insights from various prior studies. Its relevance level is: Level 3 (Less Relevant). Its category is: Energy policy. Its timeframe of the event impact on the electricity market is: Unknown. Its root cause is: Natural variations leading to low solar and wind energy output. Its accident scale is: Unknown. Its dates is: 08-06-2023. Its affected region is: Australia. Its affected key users is: Unknown. Its cause type is: Natural/Climate related. Its causes is: Insufficient sunlight and wind conditions affecting renewable energy output."
